item_identificador,loja_identificador,vendas_totais,item_peso,item_conteudo_gordura,item_visibilidade,item_tipo,item_preco,loja_ano_estabelecimento,loja_tamanho,loja_tipo_localizacao,loja_tipo
FDY44,OUT018,98205.5,14.15,Regular,0.024503972000000002,Frutas e Vegetais,195.11,2019,Médio,Nível 3,Supermercado Tipo 2
FDS59,OUT035,186756.9,14.8,Regular,0.043885147,Pães,108.76,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCA30,OUT010,56726.16,19.0,Baixo Teor de Gordura,0.216478153,Cereais,190.19,2008,Desconhecido,Nível 3,Mercado
DRK39,OUT046,116515.0,7.02,Baixo Teor de Gordura,0.049865399000000005,Laticínios,82.92,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDL34,OUT018,310529.12,16.0,Baixo Teor de Gordura,0.041112694000000005,Lanches,139.95,2019,Médio,Nível 3,Supermercado Tipo 2
FDL52,OUT010,7590.12,6.635,Regular,0.077145553,Alimentos Congelados,39.85,2008,Desconhecido,Nível 3,Mercado
FDX38,OUT018,52731.36,10.5,Regular,0.048403392,Laticínios,48.24,2019,Médio,Nível 3,Supermercado Tipo 2
FDQ36,OUT049,74569.6,7.855,Regular,0.161798604,Confeitaria,37.28,2009,Médio,Nível 1,Supermercado Tipo 1
FDS50,OUT045,532107.36,17.0,Baixo Teor de Gordura,0.055545797,Laticínios,220.51,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRI25,OUT046,77365.96,19.6,Baixo Teor de Gordura,0.033901442000000004,Bebidas Não Alcoólicas,56.26,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDU25,OUT017,133226.58,12.35,Baixo Teor de Gordura,0.026832182000000003,Enlatados,57.32,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDD08,OUT017,79696.26,8.3,Baixo Teor de Gordura,0.035554340000000004,Frutas e Vegetais,37.45,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDT55,OUT046,362927.58,13.6,Regular,0.043655155,Frutas e Vegetais,156.79,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDS55,OUT017,193015.42,7.02,Baixo Teor de Gordura,0.08162327500000001,Frutas e Vegetais,148.07,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDM36,OUT017,137953.76,11.65,Regular,0.059063036000000006,Confeitaria,172.04,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDT59,OUT018,299476.84,13.65,Baixo Teor de Gordura,0.015976249,Pães,230.27,2019,Médio,Nível 3,Supermercado Tipo 2
FDK03,OUT018,483237.64,12.6,Regular,0.074221559,Laticínios,255.94,2019,Médio,Nível 3,Supermercado Tipo 2
NCA53,OUT049,97206.8,11.395,Baixo Teor de Gordura,0.009893817000000001,Mercearia,50.3,2009,Médio,Nível 1,Supermercado Tipo 1
FDH26,OUT045,98804.72,19.25,Regular,0.034770109,Enlatados,141.95,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRE49,OUT049,242883.84,20.75,Baixo Teor de Gordura,0.02128304,Bebidas Não Alcoólicas,153.5,2009,Médio,Nível 1,Supermercado Tipo 1
DRJ01,OUT010,32224.72,6.135,Baixo Teor de Gordura,0.192540665,Bebidas Não Alcoólicas,160.22,2008,Desconhecido,Nível 3,Mercado
FDO27,OUT049,57525.12,6.175,Regular,0.17935589300000002,Açougue,94.18,2009,Médio,Nível 1,Supermercado Tipo 1
DRH25,OUT027,129831.0,12.857645184135977,Baixo Teor de Gordura,0.014522363000000002,Bebidas Não Alcoólicas,50.23,1995,Médio,Nível 3,Supermercado Tipo 3
FDN60,OUT045,253536.64,15.1,Baixo Teor de Gordura,0.09535106500000001,Confeitaria,158.66,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCN05,OUT018,238023.5,8.235,Baixo Teor de Gordura,0.014518575,Mercearia,182.2,2019,Médio,Nível 3,Supermercado Tipo 2
FDZ38,OUT013,379372.84,17.6,Baixo Teor de Gordura,0.00799436,Laticínios,171.64,1997,Grande,Nível 3,Supermercado Tipo 1
NCI18,OUT049,157062.22,18.35,Baixo Teor de Gordura,0.014045832000000001,Cereais,222.77,2009,Médio,Nível 1,Supermercado Tipo 1
NCZ42,OUT017,402942.16,10.5,Baixo Teor de Gordura,0.011351778,Cereais,236.52,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDO09,OUT045,604879.2999999999,13.5,Regular,0.125528734,Lanches,262.19,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDQ51,OUT010,9454.36,16.0,Regular,0.029377239000000003,Açougue,46.17,2008,Desconhecido,Nível 3,Mercado
DRJ47,OUT013,103864.8,18.25,Baixo Teor de Gordura,0.04421348,Bebidas Alcoólicas,173.41,1997,Grande,Nível 3,Supermercado Tipo 1
FDF59,OUT035,88551.4,12.5,Baixo Teor de Gordura,0.07123053700000001,Alimentos Ricos em Amido,128.1,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCY17,OUT035,75834.62,18.2,Baixo Teor de Gordura,0.1630653,Mercearia,43.31,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDZ49,OUT027,528911.52,12.857645184135977,Regular,0.132500853,Enlatados,220.38,1995,Médio,Nível 3,Supermercado Tipo 3
FDF53,OUT046,360863.6,20.75,Regular,0.08360656500000001,Alimentos Congelados,178.83,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDZ27,OUT045,84889.5,7.9350000000000005,Baixo Teor de Gordura,0.017191055,Laticínios,51.54,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDP38,OUT049,40480.64,10.1,Baixo Teor de Gordura,0.032152004000000005,Enlatados,50.6,2009,Médio,Nível 1,Supermercado Tipo 1
FDV09,OUT017,133626.06,12.1,Baixo Teor de Gordura,0.020684919000000003,Lanches,148.57,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDN28,OUT035,51599.5,5.88,Regular,0.030242184000000002,Alimentos Congelados,101.8,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDW09,OUT046,205998.52,13.65,Regular,0.025920816000000003,Lanches,81.23,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDG14,OUT045,440226.96,9.0,Regular,0.05060313,Enlatados,150.9,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDN32,OUT027,497951.8200000001,12.857645184135977,Baixo Teor de Gordura,0.015485016,Frutas e Vegetais,185.63,1995,Médio,Nível 3,Supermercado Tipo 3
FDR25,OUT045,397482.6,17.0,Regular,0.13980488500000002,Enlatados,265.79,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDV37,OUT013,415259.46,13.0,Regular,0.083444376,Enlatados,195.84,1997,Grande,Nível 3,Supermercado Tipo 1
DRH23,OUT017,116048.94,14.65,Baixo Teor de Gordura,0.171281641,Bebidas Alcoólicas,54.06,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDI45,OUT046,245147.56,13.1,Baixo Teor de Gordura,0.037581243,Frutas e Vegetais,175.51,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDO25,OUT018,398481.3,6.3,Baixo Teor de Gordura,0.127968205,Enlatados,209.63,2019,Médio,Nível 3,Supermercado Tipo 2
NCA54,OUT013,324777.24,16.5,Baixo Teor de Gordura,0.036611104000000005,Cereais,180.93,1997,Grande,Nível 3,Supermercado Tipo 1
NCJ18,OUT046,154066.12,12.35,Baixo Teor de Gordura,0.163941937,Cereais,117.01,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDD45,OUT018,56726.16,8.615,Baixo Teor de Gordura,0.11672251400000001,Frutas e Vegetais,95.44,2019,Médio,Nível 3,Supermercado Tipo 2
FDB15,OUT017,395485.2,10.895,Baixo Teor de Gordura,0.137584599,Laticínios,262.26,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDH56,OUT013,173773.8,9.8,Regular,0.063764099,Frutas e Vegetais,113.85,1997,Grande,Nível 3,Supermercado Tipo 1
FDC03,OUT017,526714.38,8.575,Regular,0.072252888,Laticínios,196.58,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDO28,OUT019,12050.98,12.857645184135977,Baixo Teor de Gordura,0.126585095,Alimentos Congelados,122.41,1995,Pequeno,Nível 1,Mercado
FDD50,OUT035,186024.52,18.85,Baixo Teor de Gordura,0.141615436,Enlatados,169.01,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDI34,OUT018,322513.52,10.65,Regular,0.085482761,Lanches,231.47,2019,Médio,Nível 3,Supermercado Tipo 2
FDC09,OUT018,61519.92,15.5,Regular,0.026409147,Frutas e Vegetais,102.13,2019,Médio,Nível 3,Supermercado Tipo 2
DRH51,OUT027,210925.44,12.857645184135977,Baixo Teor de Gordura,0.0,Laticínios,89.19,1995,Médio,Nível 3,Supermercado Tipo 3
NCM05,OUT010,26432.26,6.825,Baixo Teor de Gordura,0.100171568,Mercearia,262.72,2008,Desconhecido,Nível 3,Mercado
FDD52,OUT013,208728.3,18.25,Regular,0.183142346,Laticínios,110.36,1997,Grande,Nível 3,Supermercado Tipo 1
FDC16,OUT035,138486.4,11.5,Regular,0.020565921,Laticínios,86.05,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDN08,OUT027,412463.1,12.857645184135977,Regular,0.087936752,Frutas e Vegetais,115.95,1995,Médio,Nível 3,Supermercado Tipo 3
FDP52,OUT018,160790.7,18.7,Regular,0.07097969800000001,Alimentos Congelados,229.5,2019,Médio,Nível 3,Supermercado Tipo 2
FDV58,OUT046,156596.16,20.85,Baixo Teor de Gordura,0.12125037400000001,Lanches,193.95,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDE36,OUT049,507739.08,5.26,Regular,0.041837331000000005,Confeitaria,161.89,2009,Médio,Nível 1,Supermercado Tipo 1
FDB58,OUT018,241086.18,10.5,Regular,0.013551445,Lanches,142.02,2019,Médio,Nível 3,Supermercado Tipo 2
FDB56,OUT046,131428.92,8.75,Regular,0.074627201,Frutas e Vegetais,187.86,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDH26,OUT013,239954.32,19.25,Regular,0.03467086,Enlatados,141.85,1997,Grande,Nível 3,Supermercado Tipo 1
FDR31,OUT019,29162.04,12.857645184135977,Regular,0.086077865,Frutas e Vegetais,143.81,1995,Pequeno,Nível 1,Mercado
FDR23,OUT010,52931.1,15.85,Baixo Teor de Gordura,0.13689554,Pães,176.44,2008,Desconhecido,Nível 3,Mercado
FDM08,OUT017,425046.72,10.1,Regular,0.053887301000000006,Frutas e Vegetais,225.61,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDW38,OUT018,37750.86,5.325,Regular,0.139244918,Laticínios,53.03,2019,Médio,Nível 3,Supermercado Tipo 2
DRK11,OUT013,298278.4,8.21,Baixo Teor de Gordura,0.010755465,Bebidas Alcoólicas,150.84,1997,Grande,Nível 3,Supermercado Tipo 1
DRL60,OUT045,167715.02,8.52,Baixo Teor de Gordura,0.027114238000000002,Bebidas Não Alcoólicas,151.97,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDO20,OUT018,403741.12,12.85,Regular,0.152747503,Frutas e Vegetais,252.04,2019,Médio,Nível 3,Supermercado Tipo 2
FDJ14,OUT046,127833.6,10.3,Regular,0.050070476,Enlatados,77.9,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDB37,OUT027,456672.22,12.857645184135977,Regular,0.022829734,Confeitaria,241.05,1995,Médio,Nível 3,Supermercado Tipo 3
NCT06,OUT045,132627.36,17.1,Baixo Teor de Gordura,0.038816115000000005,Cereais,166.48,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRA59,OUT027,703351.12,12.857645184135977,Regular,0.127308434,Bebidas Não Alcoólicas,186.69,1995,Médio,Nível 3,Supermercado Tipo 3
NCK53,OUT035,297612.6,11.6,Baixo Teor de Gordura,0.037574137,Mercearia,100.0,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDQ34,OUT013,211724.4,10.85,Baixo Teor de Gordura,0.16210760300000002,Lanches,106.36,1997,Grande,Nível 3,Supermercado Tipo 1
FDO31,OUT018,55927.2,6.76,Regular,0.029100745,Frutas e Vegetais,80.7,2019,Médio,Nível 3,Supermercado Tipo 2
FDR04,OUT013,58324.08,7.075,Baixo Teor de Gordura,0.022548195,Alimentos Congelados,95.71,1997,Grande,Nível 3,Supermercado Tipo 1
FDG34,OUT027,141083.02,12.857645184135977,Regular,0.037388493,Lanches,107.83,1995,Médio,Nível 3,Supermercado Tipo 3
FDL27,OUT049,193747.8,6.17,Baixo Teor de Gordura,0.010647477,Açougue,66.38,2009,Médio,Nível 1,Supermercado Tipo 1
FDZ45,OUT045,218249.24,14.1,Baixo Teor de Gordura,0.067011609,Lanches,197.11,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDA01,OUT035,99603.68,15.0,Regular,0.054367971,Enlatados,58.59,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDA08,OUT019,32890.52,12.857645184135977,Regular,0.087692636,Frutas e Vegetais,162.55,1995,Pequeno,Nível 1,Mercado
FDG50,OUT010,18242.92,7.405,Baixo Teor de Gordura,0.02556185,Enlatados,89.71,2008,Desconhecido,Nível 3,Mercado
DRC25,OUT027,137421.12,12.857645184135977,Baixo Teor de Gordura,0.0,Bebidas Não Alcoólicas,87.39,1995,Médio,Nível 3,Supermercado Tipo 3
FDC56,OUT046,95875.2,7.72,Baixo Teor de Gordura,0.12152072,Frutas e Vegetais,118.24,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDU49,OUT049,121175.6,19.5,Regular,0.030742083000000003,Enlatados,85.55,2009,Médio,Nível 1,Supermercado Tipo 1
DRK35,OUT027,79696.26,12.857645184135977,Baixo Teor de Gordura,0.07149857500000001,Bebidas Alcoólicas,37.75,1995,Médio,Nível 3,Supermercado Tipo 3
DRE15,OUT019,30360.48,12.857645184135977,Baixo Teor de Gordura,0.031139933,Laticínios,74.8,1995,Pequeno,Nível 1,Mercado
DRM48,OUT045,115582.88,15.2,Baixo Teor de Gordura,0.113125627,Bebidas Não Alcoólicas,38.68,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDY55,OUT035,411198.08,16.75,Baixo Teor de Gordura,0.08130482900000001,Frutas e Vegetais,258.5,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDQ16,OUT049,327573.6,19.7,Baixo Teor de Gordura,0.041803291,Alimentos Congelados,110.39,2009,Médio,Nível 1,Supermercado Tipo 1
FDI26,OUT017,214121.28,5.94,Baixo Teor de Gordura,0.035084073,Enlatados,176.43,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCV05,OUT045,293484.64,10.1,Baixo Teor de Gordura,0.030269774000000003,Mercearia,152.47,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCR17,OUT045,278038.08,9.8,Baixo Teor de Gordura,0.024432767,Mercearia,116.45,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDV19,OUT049,481373.4,14.85,Regular,0.035311852000000005,Frutas e Vegetais,160.96,2009,Médio,Nível 1,Supermercado Tipo 1
FDS52,OUT045,60720.96,8.89,Baixo Teor de Gordura,0.005485618,Alimentos Congelados,99.3,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCA53,OUT045,77765.44,11.395,Baixo Teor de Gordura,0.009898492,Mercearia,48.8,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCL29,OUT046,190152.48,9.695,Baixo Teor de Gordura,0.113939434,Mercearia,160.26,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDM33,OUT013,550949.5,15.6,Baixo Teor de Gordura,0.08764669400000001,Lanches,221.58,1997,Grande,Nível 3,Supermercado Tipo 1
FDW56,OUT010,38483.24,7.68,Baixo Teor de Gordura,0.11867253700000001,Frutas e Vegetais,192.22,2008,Desconhecido,Nível 3,Mercado
FDI32,OUT027,437696.9199999999,12.857645184135977,Baixo Teor de Gordura,0.173529036,Frutas e Vegetais,113.28,1995,Médio,Nível 3,Supermercado Tipo 3
DRI11,OUT010,11518.34,8.26,Baixo Teor de Gordura,0.057585723000000005,Bebidas Alcoólicas,113.78,2008,Desconhecido,Nível 3,Mercado
FDR52,OUT019,19108.46,12.857645184135977,Regular,0.13314425900000001,Alimentos Congelados,190.88,1995,Pequeno,Nível 1,Mercado
NCV53,OUT013,551282.3999999999,8.27,Baixo Teor de Gordura,0.018797945,Mercearia,241.29,1997,Grande,Nível 3,Supermercado Tipo 1
FDB60,OUT010,19441.36,9.3,Baixo Teor de Gordura,0.04774013,Confeitaria,195.01,2008,Desconhecido,Nível 3,Mercado
NCK42,OUT017,431438.4,7.475,Baixo Teor de Gordura,0.01319424,Cereais,217.42,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDU46,OUT046,121175.6,10.3,Regular,0.011126299999999999,Lanches,87.25,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCI31,OUT049,76899.9,20.0,Baixo Teor de Gordura,0.0814536,Outros,36.82,2009,Médio,Nível 1,Supermercado Tipo 1
DRD60,OUT019,18176.34,12.857645184135977,Baixo Teor de Gordura,0.065188619,Bebidas Não Alcoólicas,181.16,1995,Pequeno,Nível 1,Mercado
FDP46,OUT013,260660.7,15.35,Baixo Teor de Gordura,0.07455352200000001,Lanches,91.88,1997,Grande,Nível 3,Supermercado Tipo 1
FDB53,OUT045,387761.92,13.35,Baixo Teor de Gordura,0.13973522600000002,Alimentos Congelados,147.54,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDR59,OUT046,444820.98,14.5,Regular,0.063863551,Pães,262.36,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCO07,OUT046,106528.0,9.06,Baixo Teor de Gordura,0.009776268000000001,Outros,213.76,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDS43,OUT027,503344.8,12.857645184135977,Baixo Teor de Gordura,0.040318693,Frutas e Vegetais,186.22,1995,Médio,Nível 3,Supermercado Tipo 3
FDB50,OUT018,116847.9,13.0,Baixo Teor de Gordura,0.154244343,Enlatados,78.0,2019,Médio,Nível 3,Supermercado Tipo 2
FDO56,OUT035,187489.28,10.195,Regular,0.044974051,Frutas e Vegetais,115.58,2014,Pequeno,Nível 2,Supermercado Tipo 1
DRI13,OUT017,542627.0,15.35,Baixo Teor de Gordura,0.020441939000000003,Bebidas Não Alcoólicas,216.45,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCD43,OUT010,21039.28,8.85,Baixo Teor de Gordura,0.026814124,Cereais,103.8,2008,Desconhecido,Nível 3,Mercado
NCO41,OUT017,216784.48,12.5,Baixo Teor de Gordura,0.018955479,Mercearia,100.14,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDK20,OUT018,147008.64,12.6,Regular,0.041726942,Frutas e Vegetais,122.01,2019,Médio,Nível 3,Supermercado Tipo 2
FDZ31,OUT049,249275.52,15.35,Regular,0.0,Frutas e Vegetais,193.05,2009,Médio,Nível 1,Supermercado Tipo 1
DRB25,OUT017,235826.36,12.3,Baixo Teor de Gordura,0.069852615,Bebidas Não Alcoólicas,107.49,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCE18,OUT035,724057.5,10.0,Baixo Teor de Gordura,0.021421289,Cereais,248.38,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDC37,OUT019,21438.76,12.857645184135977,Baixo Teor de Gordura,0.057556998000000005,Confeitaria,107.69,1995,Pequeno,Nível 1,Mercado
FDA13,OUT017,75901.2,15.85,Baixo Teor de Gordura,0.078999287,Enlatados,38.65,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRJ23,OUT045,283630.8,18.35,Baixo Teor de Gordura,0.041753387,Bebidas Alcoólicas,187.69,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRD25,OUT046,237690.6,6.135,Baixo Teor de Gordura,0.0,Bebidas Não Alcoólicas,114.29,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDW34,OUT017,364525.5,9.6,Baixo Teor de Gordura,0.035780385000000005,Lanches,241.32,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDV16,OUT018,10186.74,7.75,Regular,0.08326852300000001,Alimentos Congelados,32.96,2019,Médio,Nível 3,Supermercado Tipo 2
FDK38,OUT027,445420.2,12.857645184135977,Baixo Teor de Gordura,0.053031857,Enlatados,149.17,1995,Médio,Nível 3,Supermercado Tipo 3
FDL21,OUT035,47937.6,15.85,Regular,0.007145063,Lanches,41.05,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCZ29,OUT010,50334.48,15.0,Baixo Teor de Gordura,0.11946118800000001,Mercearia,126.34,2008,Desconhecido,Nível 3,Mercado
NCS06,OUT035,236691.9,7.9350000000000005,Baixo Teor de Gordura,0.031730739,Cereais,261.09,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDR44,OUT035,143546.48,6.11,Regular,0.102901425,Frutas e Vegetais,128.5,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDE08,OUT049,356336.16,18.2,Baixo Teor de Gordura,0.049396364000000005,Frutas e Vegetais,146.47,2009,Médio,Nível 1,Supermercado Tipo 1
NCK07,OUT045,164452.6,10.65,Baixo Teor de Gordura,0.048785427000000006,Outros,163.95,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDA50,OUT010,19308.2,16.25,Baixo Teor de Gordura,0.14591330800000002,Laticínios,95.44,2008,Desconhecido,Nível 3,Mercado
FDX37,OUT027,509337.0,12.857645184135977,Baixo Teor de Gordura,0.06272411700000001,Enlatados,100.57,1995,Médio,Nível 3,Supermercado Tipo 3
FDZ27,OUT019,4993.5,12.857645184135977,Baixo Teor de Gordura,0.0,Laticínios,51.24,1995,Pequeno,Nível 1,Mercado
FDF29,OUT013,350543.7,15.1,Regular,0.019917598,Alimentos Congelados,129.43,1997,Grande,Nível 3,Supermercado Tipo 1
FDF56,OUT049,416524.48,16.7,Regular,0.11964795700000001,Frutas e Vegetais,181.0,2009,Médio,Nível 1,Supermercado Tipo 1
FDO09,OUT019,78897.3,12.857645184135977,Regular,0.0,Lanches,262.89,1995,Pequeno,Nível 1,Mercado
FDH32,OUT018,144811.5,12.8,Baixo Teor de Gordura,0.076369874,Frutas e Vegetais,97.24,2019,Médio,Nível 3,Supermercado Tipo 2
FDU19,OUT027,482838.16,12.857645184135977,Regular,0.046544984000000005,Frutas e Vegetais,172.04,1995,Médio,Nível 3,Supermercado Tipo 3
FDF56,OUT013,307865.92,16.7,Regular,0.11936281200000001,Frutas e Vegetais,180.4,1997,Grande,Nível 3,Supermercado Tipo 1
DRN47,OUT018,89883.0,12.1,Baixo Teor de Gordura,0.016895293000000002,Bebidas Alcoólicas,178.57,2019,Médio,Nível 3,Supermercado Tipo 2
FDC02,OUT013,364458.92,21.35,Baixo Teor de Gordura,0.06876520500000001,Enlatados,260.43,1997,Grande,Nível 3,Supermercado Tipo 1
FDQ33,OUT027,481506.56,12.857645184135977,Baixo Teor de Gordura,0.0,Lanches,151.67,1995,Médio,Nível 3,Supermercado Tipo 3
FDO32,OUT046,116515.0,6.36,Baixo Teor de Gordura,0.12054361100000001,Frutas e Vegetais,45.81,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDW28,OUT045,97872.6,18.25,Baixo Teor de Gordura,0.089004389,Alimentos Congelados,196.75,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCR29,OUT045,62252.3,7.565,Baixo Teor de Gordura,0.054751689000000006,Mercearia,54.79,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDD53,OUT010,8389.08,16.2,Baixo Teor de Gordura,0.074019393,Alimentos Congelados,41.75,2008,Desconhecido,Nível 3,Mercado
DRK37,OUT019,75901.2,12.857645184135977,Baixo Teor de Gordura,0.077046505,Bebidas Não Alcoólicas,189.45,1995,Pequeno,Nível 1,Mercado
FDR43,OUT018,54928.5,18.2,Baixo Teor de Gordura,0.16214734900000002,Frutas e Vegetais,37.72,2019,Médio,Nível 3,Supermercado Tipo 2
NCM31,OUT045,269449.26,6.095,Baixo Teor de Gordura,0.081361288,Outros,141.92,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDE35,OUT010,5859.04,7.06,Regular,0.073480266,Alimentos Ricos em Amido,58.89,2008,Desconhecido,Nível 3,Mercado
FDV57,OUT013,269649.0,15.25,Regular,0.065841719,Lanches,179.87,1997,Grande,Nível 3,Supermercado Tipo 1
FDV55,OUT049,246745.48,17.75,Baixo Teor de Gordura,0.055159054000000006,Frutas e Vegetais,145.64,2009,Médio,Nível 1,Supermercado Tipo 1
NCQ54,OUT010,16844.74,17.7,Baixo Teor de Gordura,0.020993364,Cereais,166.85,2008,Desconhecido,Nível 3,Mercado
NCV05,OUT010,46339.68,10.1,Baixo Teor de Gordura,0.050562853000000005,Mercearia,153.37,2008,Desconhecido,Nível 3,Mercado
FDC32,OUT035,55527.72,18.35,Baixo Teor de Gordura,0.09909026100000001,Frutas e Vegetais,94.05,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDZ08,OUT049,132094.72,12.5,Regular,0.110163385,Frutas e Vegetais,83.66,2009,Médio,Nível 1,Supermercado Tipo 1
FDW09,OUT013,79230.2,13.65,Regular,0.025899245,Lanches,81.13,1997,Grande,Nível 3,Supermercado Tipo 1
FDX26,OUT013,273643.8,17.7,Baixo Teor de Gordura,0.0,Laticínios,182.53,1997,Grande,Nível 3,Supermercado Tipo 1
FDU57,OUT027,361129.92,12.857645184135977,Regular,0.08912051600000001,Lanches,149.87,1995,Médio,Nível 3,Supermercado Tipo 3
FDD04,OUT049,326175.42,16.0,Baixo Teor de Gordura,0.090111173,Laticínios,141.32,2009,Médio,Nível 1,Supermercado Tipo 1
FDE36,OUT027,540496.44,12.857645184135977,Regular,0.0,Confeitaria,165.59,1995,Médio,Nível 3,Supermercado Tipo 3
FDV47,OUT017,59189.62,17.1,Baixo Teor de Gordura,0.054514169,Pães,84.46,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRF13,OUT017,377375.44,12.1,Baixo Teor de Gordura,0.029949818000000003,Bebidas Não Alcoólicas,146.34,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDV04,OUT046,94277.28,7.825,Regular,0.150015234,Alimentos Congelados,157.53,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRN36,OUT035,143812.8,15.2,Baixo Teor de Gordura,0.050168354000000005,Bebidas Não Alcoólicas,95.38,2014,Pequeno,Nível 2,Supermercado Tipo 1
